Year,Farmers Market,Borough ,Address,Community District,Latitude,Longitude,Days of Operation,Hours of Operations,Season Dates,Accepts EBT,Open Year-Round ,Stellar Cooking Deomonstrations,Food Activities for Kids,,,
2017,Queens Hospital Center Farmers' Market,Queens,"82-68 164th St, in front of Ambulatory Care Pavilion",408,40.71723366,-73.8036028,Thursday,8am-4pm,7/6/2017-11/16/2017,No,No,No,No,,,
2017,Queens Hospital Center Farmers' Market II,Queens,"114-02 Guy R Brewer Blvd., Jamaica",412,40.68876005,-73.78567342,Thursday,8am-4pm,7/6/2017-11/16/2017,No,No,No,No,,,
2017,Ridgewood Youthmarket,Queens,Cypress Ave bet Myrtle & Putnam Aves,405,40.70037567,-73.90661902,Saturday,8am-3pm,7/8/2017-11/18/2017,Yes,No,No,No,,,
2017,Rockaway Beach Youthmarket,Queens,Beach 58th St & Beach Channel Dr,414,40.59450005,-73.78807882,Saturday,9am-2pm,7/8/2017-11/18/2017,Yes,No,No,No,,,
2017,Sunnyside Greenmarket,Queens,Skillman Ave. between 42th St. & 43rd St.,402,40.74689899,-73.92079851,Saturday,8am-2pm,Year-round,Yes,Yes,No,No,,,
2017,Fairway Gardens Farm Stand,Staten Island,80 Park Hill Ave,501,40.617766,-74.079739,Friday,2pm-7pm,6/15/2017-11/15/2017,Yes,No,No,No,,,
2017,HEALTH for Youths Farm Stand ,Staten Island,Clyde Pl bet Prospect & Harvard Aves,501,40.639903,-74.08953,Saturday,10am-12pm,6/24/2017-11/25,No,No,No,No,,,
2017,St. George Greenmarket,Staten Island,Hyatt St. & St. Mark's Place,501,40.641607,-74.077292,Saturday,8am-2pm,Year-round,Yes,Yes,No,No,,,
2017,Staten Island Mall Greenmarket,Staten Island,Marsh Avenue & Ring Road,502,40.583867,-74.159757,Saturday,8am-3pm,5/6/2017-12/23/2017,Yes,No,No,No,,,
2018,Morning Glory Market at the New York Botanical Gardens,Bronx,2900 Southern Blvd.,227,40.865684,-73.883312,Wednesday,9am-3pm,6/13/18-10/31/18,Yes,No,No,No,,,
2018,Urban Oasis Farmers' Market,Brooklyn,681 Clarkson Ave.,309,40.656241,-73.936683,Wednesday,2pm-5:30pm,6/27/18-11/7/18,No,No,No,No,,,
2018,170 Farm Stand,Bronx,E 170th St & Townsend Ave,216,40.839882,-73.916783,Wednesday,2:30pm-6:30pm,7/11/18-11/21/18,Yes,No,No,Yes,,,
2018,Bissel Gardens Farmers' Market,Bronx,Baychester Ave & E 241st St ,212,40.90152,-73.846937,"Wednesday
Saturday",9am-5pm,7/11/18-11/21/18,No,No,No,No,,,
2018,Bronx Borough Hall Greenmarket,Bronx,Grand Concourse bet E 161st & 162nd Sts,204,40.826835,-73.922621,Tuesday, 8am-4pm,6/5/18-11/27/18,Yes,No,Yes,No,,,
2018,BronxWorks Farm Stand,Bronx,1130 Grand Concourse,204,40.832331,-73.91959,Thursday,2pm-6pm,4/19/18-11/15/18,No,No,No,No,,,
2018,Fordham Plaza Greenmarket ,Bronx,Park Ave bet E 189th St & E Fordham Rd,206,40.86153,-73.891063,Friday,8am-4pm,6/8/18-11/30/18; Closed 11/23/18 post Thanksgiving,Yes,No,Yes,No,,,
2018,Friends of Van Cortlandt Park Amalgamated Housing Youth Farmstand,Bronx,Orloff Ave & Gale Pl ,208,40.884532,-73.892172,Wednesday,2pm-7pm,7/11/18-10/31/18,Yes,No,No,No,,,
2018,Harvest Home Co-op City Farm Stand,Bronx,Asch Loop & Aldrich St,210,40.870249,-73.830963,Wednesday,8am-4pm,6/6/18-11/14/18,Yes,No,No,No,,,
2018,Harvest Home Hunts Point Farm Stand,Bronx,E 163rd St & Hunts Point Ave,202,40.820986,-73.891613,Wednesday,8am-4pm,6/6/18-11/21/18,Yes,No,No,No,,,
2018,Harvest Home Jacobi Hospital Farmers' Market,Bronx,"1400 Pelham Pkwy S, at Eastchester Rd",211,40.857427,-73.847079,"Tuesday
Friday",8am-4pm,6/5/18-11/20/18,Yes,No,No,No,,,
2018,Harvest Home Mt. Eden Farmers' Market,Bronx,Mt Eden & Morris Aves,204,40.842924,-73.909558,Tuesday and Thursday,8am-4pm,6/5/18-11/20/18,Yes,No,No,No,,,
2018,Harvest Home North Central Bronx Farmers' Market,Bronx,Mosholu Pkwy & Jerome Ave,207,40.879749,-73.884661,Wednesday,8am-4pm,6/6/18-11/21/18,Yes,No,No,No,,,
2018,Harvest Home St. Mary's Park Farm Stand,Bronx,E 149th St & Eagle Ave,201,40.813884,-73.911812,Thursday,8am-4pm,6/7/18-11/15/18,Yes,No,No,No,,,
2018,Kingsbridge-Riverdale Farmers' Market ,Bronx,260 W 231st St,208,40.880038,-73.907005,Sunday,9am-5pm; 9am-4pm after 11/4/18,5/20/18-11/25/18,No,No,No,No,,,
2018,La Familia Verde Farmers' Market,Bronx,E Tremont Ave bet LaFontaine & Arthur Aves,206,40.846487,-73.894337,Tuesday,8am-3pm,7/10/18-11/13/18,Yes,No,Yes,No,,,
2018,"Learn It, Grow It, Eat It Youthmarket",Bronx,"E 169th St & Boston Rd, at McKinley Square",203,40.83111025,-73.90070928,Wednesday,10am-3pm,7/11/18-11/21/18,Yes,No,No,No,,,
2018,Lincoln Hospital Greenmarket,Bronx,E 149th St bet Park & Morris Aves,201,40.818013,-73.925185,"Tuesday
Friday",8am - 3pm,6/29/18-11/20/18; Closed 11/6/18 (Election Day),Yes,No,No,No,,,
2018,New Roots Community Farmers Market,Bronx,670 Grand Concourse,204,40.821403,-73.925528,Tuesday,2pm-7pm,7/10/18-10/30/18,No,No,No,No,,,
2018,Norwood Youthmarket,Bronx,E Gun Hill Rd & Dekalb Ave,207,40.88222,-73.880458,Thursday,12pm-7pm,7/5/18-11/15/18,Yes,No,No,No,,,
2018,Parkchester Greenmarket,Bronx,Westchester Ave & White Plains Rd,209,40.8329,-73.862265,Friday,8am - 4pm,6/15/18-11/30/18; Closed 11/23/18,Yes,No,Yes,No,,,
2018,Poe Park Greenmarket,Bronx,E 192 St & Grand Concourse,207,40.864216,-73.895795,Tuesday,8am - 3pm,6/26/18-11/27/18,Yes,No,Yes,No,,,
2018,Riverdale Y Sunday Farmers' Market,Bronx,"Independence Ave bet W 236th & 237th Sts, at MS/HS 141",208,40.8871,-73.913306,Sunday,9am-2pm,5/6/18-11/18/18,No,No,No,No,,,
2018,South Bronx Farmers' Market,Bronx,E 138th St bet Willis & Alexander Aves,201,40.80915701,-73.92092102,"Wednesday
Saturday",10am-4pm,6/30/2018-11/21/2018,Yes,No,Yes,No,,,
2018,4th Ave Sunset Park Greenmarket ,Brooklyn,4th Ave bet 59th & 60th Sts ,307,40.641435,-74.017815,Saturday,8am - 3pm,7/7/18-11/17/18,Yes,No,Yes,No,,,
2018,6th Ave Sunset Park Greenmarket,Brooklyn,44th St & 6th Ave,307,40.647132,-74.004623,Saturday,8am-3pm,7/7/18-11/17/18,Yes,No,No,Yes,,,
2018,Bartel-Pritchard Square Greenmarket,Brooklyn,Prospect Park W & 15th St,306,40.661154,-73.980172,"Wednesday
Sunday ",8am - 3pm,Wednesday year round; Sunday 5/6/18-12/16/18,Yes,Yes,No,No,,,
2018,Bay Ridge Greenmarket,Brooklyn,95th St & 3rd Ave,310,40.617278,-74.033588,Saturday,8am - 3pm,5/5/18-11/17/18,Yes,No,No,No,,,
2018,Bensonhurst Greenmarket,Brooklyn,81st St & 18th Ave,311,40.609951,-73.999456,Sunday, 9am - 4pm,6/3/18-11/18/18,Yes,No,Yes,No,,,
2018,Borough Park Greenmarket,Brooklyn,14th Ave bet 49th & 50th Sts,312,40.633696,-73.989916,Thursday,8am - 3pm,7/5/18-11/15/18,Yes,No,No,No,,,
2018,Brooklyn Borough Hall Greenmarket,Brooklyn,Court & Montague Sts,302,40.693722,-73.990455,"Tuesday
Thursday
Saturday",8am - 5pm,"Year Round. Closed Thanksgiving (11/22/18), Christmas (12/25/18) and New Year's Day (1/1/19)",Yes,Yes,No,No,,,
2018,Brooklyn Museum Farm Stand,Brooklyn,200 Eastern Pkwy,305,40.671835,-73.963042,Thursday,1pm-6pm,6/14/18-10/4/18,Yes,No,No,No,,,
2018,Brownsville Pitkin Avenue Youthmarket,Brooklyn,Pitkin Ave & Thomas Boyland St,316,40.669264,-73.913554,Saturday ,9am-2pm,7/6/18-11/17/18,Yes,No,No,No,,,
2018,Carroll Gardens Greenmarket,Brooklyn,Carroll St bet Smith & Court Sts,306,40.68106,-73.996528,Sunday,8am - 2pm,Year Round. Closed 4/1 for Easter. ,Yes,Yes,No,No,,,
2018,Cortelyou Greenmarket,Brooklyn,Cortelyou & Rugby Rds,314,40.640825,-73.965301,Sunday,8am - 3pm (2pm in winter), Year Round,Yes,Yes,No,No,,,
2018,Cypress Hills Youthmarket,Brooklyn,Fulton & Richmond Sts,305,40.682391,-73.876616,Friday,10am-5pm,7/5/18-11/16/18,Yes,No,Yes,No,,,
2018,East New York Farm Stand,Brooklyn,New Lots Ave bet Alabama & Georgia Aves,305,40.660773,-73.8955,Wednesday,3:30pm-6:30pm,7/11/18-10/31/18,Yes,No,No,No,,,
2018,East New York Farmers' Market ,Brooklyn,Schenck Ave bet New Lots & Livonia Aves,305,40.66478,-73.886413,Saturday ,9am-3pm,6/27/18-11/24/18,Yes,No,Yes,No,,,
2018,Edible Schoolyard NYC's Farm Stand at PS 216,Brooklyn,E 1st St & Avenue X,315,40.590649,-73.969298,Friday,1:45pm-2:45pm,4/27/18-6/22/18; 9/7/18-11/16/18,Yes,No,No,No,,,
2018,Flatbush Junction Youthmarket,Brooklyn,Nostrand & Flatbush Aves,314,40.632886,-73.947698,Saturday,8:30am-2pm,7/6/18-11/17/18,Yes,No,No,No,,,
2018,Fort Greene Park Greenmarket,Brooklyn,Washington Park bet Dekalb Ave & Willoughby St,302,40.691707,-73.973539,Saturday,8am-3pm,Year Round,Yes,Yes,No,No,,,
2018,Graham Avenue Farmers' Market,Brooklyn,Cook St & Graham Ave,301,40.702345,-73.942381,Saturday,8am-5pm,7/14/18-10/27/18,Yes,No,Yes,No,,,
2018,Grand Army Plaza Greenmarket,Brooklyn,"Flatbush Ave. & Prospect Park W., at Prospect Park’s NW Entrance",355,40.663812,-73.962866,Saturday, 8am-4pm,Year Round,Yes,Yes,No,No,,,
2018,Harvest Home Brower Park Farm Stand,Brooklyn,Brooklyn Ave & Prospect Pl,308,40.674007,-73.944544,Thursday,8am-4pm,6/7/8-11/15/18,Yes,No,No,No,,,
2018,Harvest Home Clinton Hill Farm Stand,Brooklyn,Lafayette & Waverly Aves.,302,40.688088,-73.966819,Tuesday,8am-4pm,6/5/18-11/20/18,Yes,No,No,No,,,
2018,Harvest Home Coney Island Hospital Farmers' Market,Brooklyn,Ocean Pkwy bet Avenue Z & Shore Pkwy,313,40.58667,-73.96615,Wednesday Friday,8am-4pm,6/6/18-11/21/18,Yes,No,No,No,,,
2018,Harvest Home Kings County Hospital Farmers' Market,Brooklyn,Clarkson Ave bet E 37th & 38th Sts,317,40.655828,-73.943355,Wednesday,8am-4pm,6/5/18-11/21/18,Yes,No,No,No,,,
2018,Hattie Carthan After Church Farmers' Market,Brooklyn,49 Van Buren St,303,40.69040335,-73.94676914,Sunday,1pm-6pm,7/29/18-11/18/18,Yes,No,No,No,,,
2018,Hattie Carthan Community Farmers' Market,Brooklyn,Marcy Ave & Clifton Pl,303,40.689511,-73.948039,Saturday,9am-3pm,7/14/18-11/17/18,Yes,No,No,No,,,
2018,High School for Public Service Youth Farm Farmers' Market,Brooklyn,600 Kingston Ave ,309,40.65888574,-73.9424585,Wednesday,2:30pm-6:30pm,6/20/18-10/31/18,Yes,No,No,No,,,
2018,Irving Square Park Youthmarket ,Brooklyn,Wilson Ave & Halsey St,304,40.691504,-73.909551,Friday,12pm-6:30pm,7/5/18-11/16/18,Yes,No,No,No,,,
2018,Isabahlia Farm Stand,Brooklyn,514 Rockaway Ave,316,40.667156,-73.910092,Friday,11am-4pm,6/29/18-10/26/18,Yes,No,No,No,,,
2018,Isabahlia Farm Stand Winter Market ,Brooklyn,"93 New Lots Ave., inside greenhouse",316,40.657921,-73.901887,Saturday,8am-1pm,11/3/18-12/22/18,Yes,No,No,No,,,
2018,Isabahlia Farmers' Market,Brooklyn,410 Livonia Ave ,316,40.663518,,Saturday,8am-3pm,6/30/18-10/27/18,Yes,No,No,No,,,
2018,Kensington Youthmarket,Brooklyn,Ft Hamilton Pkwy bet E 4th & 5th Sts,307,40.648813,-73.977488,Saturday,8am-3pm,7/6/18-11/17/18,Yes,No,No,No,,,
2018,Marcus Garvey Apartments Farm Stand,Brooklyn,300 Chester St,316,40.66446999,-73.91038415,Tuesday Saturday,11am-5pm,6/19/18-10/5/18,Yes,No,No,No,,,
2018,McCarren Park Greenmarket,Brooklyn,Union Ave bet Driggs and N 12th Sts,301,40.719219,-73.952479,Saturday,8am - 3pm,Year Round,Yes,Yes,No,No,,,
2018,McGolrick Park's Down to Earth Farmers' Market,Brooklyn,"Russell St & Nassau Ave., center of park",301,40.725617,-73.944497,Sunday,10am-4pm (winter closes at 3pm),Year Round,Yes,Yes,No,No,,,
2018,NYC Health + Hospital East New York Farmacy,Brooklyn,2094 Pitkin Ave,305,40.671977,-73.895248,"Monday
Wednesday",11am-4pm,6/15/18-10/5/18,Yes,No,No,No,,,
2018,Park Slope's Down to Earth Farmers' Market,Brooklyn,4th St & 5th Ave,406,40.672194,-73.983785,"
Sunday ","
10am-5pm (winter closes at 4)",Year Round,Yes,Yes,No,No,,,
2018,Pitkin Verde Farmers' Market,Brooklyn,2094 Pitkin Ave,305,40.67196961,-73.8952477,Tuesday,9am-5:30pm,7/3/18-11/20/18,Yes,No,No,No,,,
2018,Project EATS Farmacy at the Brownsville Neighborhood Health Action Center,Brooklyn,259 Bristol St,316,40.664827,-73.911415,"Tuesday
Thursday",11am-4pm,6/15/18-10/5/18,Yes,No,No,No,,,
2018,Project EATS Rockaway Farmstand,Brooklyn,666 Rockaway Ave,316,40.663526,-73.909163,Friday,11am-4pm,7/6/18-11/16/18,Yes,No,No,No,,,
2018,RB Bushwick Farmers' Market at Maria Hernandez Park ,Brooklyn,Knickerbocker Ave & Starr St,304,40.702811,-73.92539,Saturday ,9am-3pm,5/19/18-12/15/18,Yes,No,Yes,No,,,
2018,RB Rheingold Archway Farmers' Market,Brooklyn,553 Bushwick Ave,304,40.699408,-73.935672,Sunday,10am-4pm,5/20/18-12/16/18,Yes,No,Yes,No,,,
2018,Red Hook Farm Stand,Brooklyn,560 Columbia St,306,40.672524,-74.00871,Saturday,10am-3pm,6/16/18-11/17/18,Yes,No,No,No,,,
2018,Red Hook Farm Stand II,Brooklyn,West 9th St & Hamilton Avenue,306,40.676024,-74.002318,Wednesday,4pm-8pm,8/1/18-11/14/18,Yes,No,Yes,No,,,
2018,Saratoga Farm Stand,Brooklyn,2046-2050 Fulton St,303,40.678543,-73.915816,Saturday,9am-3pm,7/7/18-11/17/18,No ,No,Yes,No,,,
2018,South Williamsburg Greenmarket,Brooklyn,Taylor St & Lee Ave,301,40.706998,-73.961364,Thursday,8am - 4pm,7/5/18-11/15/18,Yes,No,Yes,No,,,
2018,Woodhull Hospital Youthmarket,Brooklyn,Marcus Garvey Blvd & Broadway,303,40.700281,-73.94115,Wednesday,9am-3pm,7/11/18-11/21/18,Yes,No,No,No,,,
2018,Wyckoff House Museum Farm Stand,Brooklyn,5816 Clarendon Rd,317,40.64497,-73.920914,Saturday,11am-3pm,6/16/18-11/6/18,No,No,No,No,,,
2018,175th Street Greenmarket,Manhattan,W 175th St bet Wadsworth Ave & Broadway,112,40.845948,-73.937811,Thursday ,8am - 5pm,6/28/18-11/29/18; Closed Thanksgiving 11/22/18,Yes,No,Yes,No,,,
2018,57th Street Greenmarket,Manhattan,W 57th St & 10th Ave,104,40.769117,-73.988559,"Wednesday
Saturday ",8am-5pm,6/2/18-11/21/18; closed 7/4/18,Yes,No,No,No,,,
2018,79th Street Greenmarket,Manhattan,Columbus Ave bet W 78th & 81st Sts,107,40.781274,-73.975995,Sunday,9am - 5pm,Year Round,Yes,Yes,No,No,,,
2018,82nd Street Greenmarket,Manhattan,E 82nd St bet 1st & York Aves ,108,40.774292,-73.951262,Saturday,9am - 2:30pm,Year Round,Yes,Yes,No,No,,,
2018,92nd Street Greenmarket,Manhattan,E 92nd St & 1st Ave,108,40.780691,-73.946592,Sunday ,9am-4pm,6/24/18-11/18/18; closed 11/4/18 for marathon,Yes,No,No,No,,,
2018,97th Street Greenmarket,Manhattan,W 97th St bet Columbus & Amsterdam Aves,107,40.793558,-73.967016,Friday ,8am - 2pm,Year Round; 11/23/18 rescheduled to Wednesday 11/21/18 post Thanksgiving ,Yes,Yes,Yes,No,,,
2018,Abingdon Square Greenmarket,Manhattan,Hudson St & W 12th St,102,40.737553,-74.005687,Saturday,8am - 2pm,Year Round,Yes,Yes,No,No,,,
2018,Bowling Green Greenmarket,Manhattan,Broadway & Battery Pl,101,40.704549,-74.01429,"Tuesday
Thursday", 8am - 5pm,Year Round. 11/22/18 rescheduled to Wednesday 11/21/18 (Thanksgiving); Closed Christmas (12/25/18) and Closed New Year's Day (1/1/18),Yes,Yes,No,No,,,
2018,Chelsea's Down to Earth Farmers' Market,Manhattan,W 23rd St bet 8th & 9th Aves,104,40.745293,-73.998488,Saturday,9am-4pm,5/6/18-12/16/18,Yes,No,No,No,,,
2018,Chenchita's Community Garden & Pa lante Garden ,Manhattan,E 110th St & Madison Ave,111,40.79745,-73.946702,Saturday,9am-2pm,,Yes,No,No,No,,,
2018,City Hall Greenmarket,Manhattan,Broadway & Chambers St,101,40.714165,-74.006309,"Tuesday
Friday", 8am - 4pm,Year Round - Tuesday; 11/23/18 rescheduled to Wednesday 11/21/18; Closed Christmas (12/25/18) and New Year's Day (1/1/19),Yes,Yes,No,No,,,
2018,Columbia University Greenmarket,Manhattan,Broadway & W 114th St,109,40.806707,-73.964849,"Thursday
Sunday", 8am-5pm,Year Round. 11/22/18 rescheduled to Tuesday 11/20/18,Yes,Yes,No,No,,,
2018,Dag Hammarskjold Plaza Greenmarket,Manhattan,E 47th St & 2nd Ave,106,40.752999,-73.969887,Wednesday,8am-4pm,Year Round. Closed 7/4/18 and 9/26/18 (Gen. Assembly),Yes,Yes,No,No,,,
2018,Fort Washington Greenmarket,Manhattan,W 168th St & Ft Washington Ave,112,40.842154,-73.942278,Tuesday,8am - 4pm,6/5/18-11/27/18,Yes,No,No,No,,,
2018,Frederick Douglass House Farm Stand,Manhattan,W 101st St & Columbus Ave,107,40.795457,-73.965628,Saturday,9am-3pm,6/16/18-10/5/18,Yes,No,No,No,,,
2018,Gouverneur Health Youthmarket,Manhattan,Madison St bet Clinton & Jefferson Sts,103,40.712905,-73.986928,Thursday,8:30am-2pm,7/5/18-11/15/18,Yes,No,No,No,,,
2018,Grass Roots Farmers' Market,Manhattan,"W 145th St bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",110,40.82326,-73.943844,"Tuesday
Saturday",9am-4pm,7/10/18-11/28/18,Yes,No,Yes,No,,,
2018,Greenmarket at Oculus Plaza,Manhattan,"Church & Fulton Sts., on Oculus Plaza",101,40.711535,-74.010464,Tuesday,7am-7pm,6/5/18-10/30/18,Yes,No,No,No,,,
2018,Hamilton Heights Green Youthmarket,Manhattan,"Amsterdam bet W 143rd & 144th Sts., at Johnny Hartman Plaza",109,40.82394,-73.948552,Wednesday,10:30am-5pm,6/20/2018-11/22/18,No,No,No,No,,,
2018,Harvest Home 125th Street Market,Manhattan,W 125th St & Adam Clayton Powell Jr Blvd,110,40.808973,-73.948325,Tuesday,8am-6pm,6/5/18-11/20/18,Yes,No,No,No,,,
2018,Harvest Home East Harlem Farmers' Market,Manhattan,104th St & 3rd Ave,111,40.790253,-73.945635,Thursday,8am-4pm,7/7/18-11/15/18,Yes,No,No,No,,,
2018,Harvest Home East River Farm Stand,Manhattan,1st Ave bet 108th & 109th Sts,111,40.790906,-73.93913,Saturday,8am-4pm,7/9/18-11/17/18,Yes,No,No,No,,,
2018,Harvest Home Harlem Hospital Farmers' Market,Manhattan,Lenox Ave bet 135th & 137th Sts,110,40.814358,-73.940659,Friday,8am-5pm,Year Round,Yes,Yes,No,No,,,
2018,Harvest Home Lenox Ave Farm Stand,Manhattan,Lenox Ave bet W 117th & 118th Sts,110,40.802699,-73.949186,Saturday,8am-4pm,6/9/18-11/17/18,Yes,No,No,No,,,
2018,Harvest Home Metropolitan Farmers' Market,Manhattan,E 99th St & 3rd Ave,111,40.78712,-73.947923,Friday,8am-4pm,6/8/18-11/15/18,Yes,No,No,No,,,
2018,Harvest Home West Harlem Farmers' Market,Manhattan,W 139th St & Broadway,109,40.822644,-73.953218,Tuesday,8am-4pm,6/5/18-11/20/18,Yes,No,No,No,,,
2018,Hudson Yards Down to Earth Farmers' Market,Manhattan,W 34th St & Hudson Blvd East ,104,40.755158,-74.000502,Thursday,10am-6pm,5/10/2018-11/18/2018,Yes,No,No,No,,,
2018,Inwood Park Greenmarket,Manhattan,Isham St bet Seaman Ave & Cooper St,112,40.869001,-73.920896,Saturday,8am - 3pm,Year Round,Yes,Yes,No,No,,,
2018,Lower East Side Youthmarket,Manhattan,Grand Ave bet Pitt & Willet Sts ,103,40.714932,-73.983338,Thursday,8am-3pm,7/5/18-11/15/18,Yes,No,No,No,,,
2018,Morningside Park's Down to Earth Farmers' Market,Manhattan,W 110th St & Manhattan Ave,107,40.801155,-73.959647,Saturday ,9am-4pm (winter closes at 3pm),Year Round,Yes,Yes,No,No,,,
2018,Mount Sinai Hospital Greenmarket,Manhattan,E 99th St bet Madison & Park Aves,111,40.789169,-73.952743,Wednesday, 8am-5pm,6/20/18-11/28/18; Closed 7/4/18 ,Yes,No,No,No,,,
2018,Project Harmony People's Market,Manhattan,"219 W. 122nd St., at Joseph Daniel Wilson Memorial Garden",110,40.807407,-73.950588,Thursday,10am-7pm,6/14/18-10/25/18,Yes,No,Yes,No,,,
2018,PS 11 Farm Market,Manhattan,W 21st St bet 8th & 9th Aves,104,40.744006,-73.999415,Wednesday,8am-10am,6/13/18-11/14/18,No,No,No,No,,,
2018,PS 57 Youthmarket,Manhattan,E 115th St & 3rd Ave ,111,40.797261,-73.940519,Wednesday,9am-4pm,7/11/18-11/21/18,Yes,No,No,No,,,
2018,PS 7 Farm Stand,Manhattan,"Lexington Ave & E 119th St, in schoolyard",111,40.80099986,-73.9393481,Wednesday,2:15pm-4pm,4/18/18-6/20/18; 9/12/18-11/14/18,Yes,No,No,No,,,
2018,Rockefeller Center Greenmarket,Manhattan,Rockefeller Plaza bet W 49th & 50th Sts (Jul-Aug only),105,40.759065,-73.97845,"Wednesday
Thursday
Friday ",8am - 5pm ,7/25/18-8/31/18,Yes,No,No,No,,,
2018,Staten Island Ferry Whitehall Terminal Greenmarket,Manhattan,"4 South St, inside terminal",101,40.7016879,-74.01163113,"Tuesday
Friday ",8am - 7pm,"Year-round. Closed 11/23/18 (post Thanksgiving), Christmas (12/25/18) and New Year's Day (1/1/19)",Yes,Yes,No,No,,,
2018,Stuyvesant Town Greenmarket,Manhattan,"E. 14th. St. Loop & Avenue A, in the Oval",103,40.730443,-73.980339,Sunday,9:30am - 4pm,5/20/18-11/18/18,Yes,No,No,No,,,
2018,The Community Farmers Market at Adam Clayton Powell Jr. Blvd,Manhattan,Adam Clayton Powell Jr Blvd bet 110th St & 111th St,110,40.799441,-73.955303,Saturday,10am - 4pm,closing 10/16,Yes,No,No,No,,,
2018,Tompkins Square Greenmarket,Manhattan,E. 7th St. & Avenue A,103,40.726054,-73.983534,Sunday,9am - 6pm,Year Round,Yes,Yes,No,No,,,
2018,Tribeca Greenmarket,Manhattan,Greenwich & Chambers Sts,101,40.716303,-74.010966,"Wednesday 
Saturday ",8am-3pm,Wednesday: 6/6/18-closing in July do not include on map; Saturday Year Round; Closed 7/4/18,Yes,No,No,No,,,
2018,Tucker Square Greenmarket,Manhattan,W 66th St & Broadway,107,40.773876,-73.982226,"Thursday
Saturday ",8am - 5pm,Year Round; 11/22/18 reschedule to Wednesday 11/21/18,Yes,Yes,No,No,,,
2018,Union Square Greenmarket,Manhattan,E 17th St & Union Square W,105,40.737133,-73.990329,"Monday
Wednesday
Friday
Saturday",8am - 6pm,Year Round. 11/23/18 rescheduled to Tuesday 11/20/18,Yes,Yes,No,No,,,
2018,Water Street Greenmarket,Manhattan,Water St & Coenties Slip,101,40.703268,-74.010347,Thursday,8am - 6pm,6/7/18-12/20/18; 11/22 Rescheduled to Wednesday 11/21/18,Yes,No,No,No,,,
2018,164th St Farmers Market at NYC Health + Hospitals/Queens,Queens,82-68 164th St.,408,40.71725,-73.803433,Thursday,8am-4pm,6/21/18-11/29/18,No,No,No,No,,,
2018,Astoria Greenmarket,Queens,14th St bet 31st Ave & 31st Rd,401,40.767715,-73.932462,Wednesday,8am - 3pm,7/1/18-10/31/18,Yes,No,No,No,,,
2018,Corona Greenmarket,Queens,Roosevelt Ave & 104th St,404,40.749811,-73.861668,Friday,8am - 3pm,7/6/18-11/16/18,Yes,No,Yes,No,,,
2018,Cunningham Park's Down to Earth Farmers' Market,Queens,Union Tpk & 196 Pl,408,40.731082,-73.773997,Sunday,9am-2pm,5/6/18-11/18/18,Yes,No,No,No,,,
2018,Ditmars Park Youthmarket,Queens,"Steinway St bet Ditmars Blvd & 23rd Ave., at Ditmars Park",401,40.772854,-73.906061,Saturday,9am-3pm,7/6/18-11/17/18,Yes,No,No,No,,,
2018,Elmhurst Hospital Greenmarket,Queens,41st Ave bet 80th & 81st Sts,404,40.745794,-73.885489,Tuesday,8am - 4pm,6/5/18-11/27/18; Closed Election Day (11/6/18),Yes,No,No,No,,,
2018,Far Rockaway Farmstand ,Queens,385 Beach 45th St,431,40.595612,-73.776551,Saturday,10am-2pm,7/7/18-11/17/18,No ,No,No,No,,,
2018,Flushing Greenmarket,Queens,"Kissena Blvd. & Maple Ave., at Maple Playground",407,40.756357,-73.825773,Wednesday,8am - 4pm,7/11/18-11/28/18,Yes,No,Yes,No,,,
2018,Forest Hills Greenmarket,Queens,70th Ave & Queens Blvd,406,40.72188,-73.846383,Sunday,8am - 2pm,Year Round,Yes,Yes,No,No,,,
2018,Forest Park Youthmarket,Queens,Myrtle Ave & Park Lane South,409,40.700955,-73.841426,Saturday,10am-4pm,9/8/18-11/17/18,Yes,No,No,No,,,
2018,Guy R Brewer Boulevard Farmers Market at NYC Health + Hospitals/Queens,Queens,114-02 Guy R Brewer Blvd,412,40.688615,-73.785593,Thursday,8am-4pm,6/21/18-11/29/19,No,No,No,No,,,
2018,Jackson Heights Greenmarket,Queens,34th Ave bet 79th & 80th Sts,403,40.753435,-73.887822,Sunday,8am - 2pm,Year Round,Yes,Yes,Yes,No,,,
2018,Jamaica Hospital Farmers' Market,Queens,"Jamaica Ave & Van Wyck Expwy, South Service Rd",409,40.702445,-73.816861,Wednesday,10am-4pm,6/27/18-11/21/18,Yes,No,No,No,,,
2018,Jamaica's Down to Earth Farmers' Market - Friday market,Queens,Parsons Blvd bet Jamaica & Archer Aves,412,40.703342,-73.799921,Friday,8am-4pm,6/15/18-11/16/18,Yes,No,Yes,No,,,
2018,Jamaica's Down to Earth Farmers' Market- Saturday market,Queens,160th St & Jamaica Ave,412,40.703752,-73.799149,Saturday,8am-4pm,6/16/18-11/17/18,Yes,No,No,No,,,
2018,Joseph Addabbo FHC Farm Stand,Queens,6200 Beach Channel Dr,414,40.593313,-73.79166,Saturday,8am-2pm,7/7/18-11/17/18,No,No,No,No,,,
2018,Long Island City Youthmarket,Queens,Center Blvd & 46th Rd,402,40.746916,-73.956367,Saturday,8am-2pm,7/7/18-11/17/18,Yes,No,No,No,,,
